fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221121 033414	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	0.1	50	0.5	FALSE	987353	0.260113347485771	0.776565828062291	0.156966272706538	11.7907411375388	0.0165095019836641	17228	34744000	31
20221121 034910	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	131	1	1	1	0.1	50	0.5	FALSE	987353	0.169540554521327	0.768647260344494	0.305922672250611	8.67829248132184	0.0142324714530061	17065	40430000	32
20221121 041649	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	432	1	1	1	0.1	50	0.5	FALSE	987353	0.0788624291077699	0.385174813473248	0.569081012747216	3.19365791234234	0.0179991284940112	18660	39480000	33
20221121 044457	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	230	1	1	1	0.1	50	0.5	FALSE	987353	0.0640401335807319	0.267972034996562	0.956456694470067	11.6002441207673	0.000857717946454413	16055	41810000	34
20221121 053221	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	833	1	1	1	0.1	50	0.5	FALSE	987353	0.0266515403829131	0.376413182945154	0.139333086615487	6.24522684297361	0.0199111194860051	17113	41854000	35
20221121 054953	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	629	1	1	1	0.1	50	0.5	FALSE	987353	0.282611504397742	0.875400234970287	0.246030740685784	3.636489620273	0.0210131291083427	16955	40490000	36
20221121 060527	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	138	1	1	1	0.1	50	0.5	FALSE	987353	0.161359960910126	0.332805879746703	0.785260207529634	5.70173673564382	0.0210561535560221	16718	41764000	37
20221121 061531	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	0.1	50	0.5	FALSE	987353	0.226258445453297	0.844065575687355	0.104439386923763	3.88959335618769	0.0215050750556893	16236	40968000	38
20221121 065443	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	558	1	1	1	0.1	50	0.5	FALSE	987353	0.0932960208058159	0.439363171528839	0.484315390758647	5.44209907679842	0.0198944712857584	17001	42798000	39
20221121 083926	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2591	1	1	1	0.1	50	0.5	FALSE	987353	0.134277484048163	0.388185186186922	0.210091054379498	2.45235547892959	0.0209648653983774	16170	40300000	40
20221121 101354	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1386	1	1	1	0.1	50	0.5	FALSE	987353	0.0140634116214199	0.53244436368132	0.369010423222184	6.32595246205921	0.0191186846628782	17995	41450000	41
20221121 104642	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	987	1	1	1	0.1	50	0.5	FALSE	987353	0.0968936102968978	0.782009660568414	0.860712408378872	2.8540919777595	0.0207823010781605	17578	40444000	42
20221121 111740	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	451	1	1	1	0.1	50	0.5	FALSE	987353	0.0867658283173596	0.596680268995254	0.609469322637213	4.42014365942241	0.0182321404007958	18878	40804000	43
20221121 113416	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	205	1	1	1	0.1	50	0.5	FALSE	987353	0.140811245397691	0.259870978953084	0.778514746787096	6.06006126401247	0.0197496153298853	16899	41882000	44
20221121 115003	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	184	1	1	1	0.1	50	0.5	FALSE	987353	0.119566344112268	0.310830943384651	0.251543961174895	5.37301189099099	0.0197421227964621	16776	42048000	45
20221121 120624	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	226	1	1	1	0.1	50	0.5	FALSE	987353	0.082931669302835	0.223339756511196	0.972393382565801	5.4485474890724	0.0213776665076459	16854	42532000	46
20221121 121815	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	109	1	1	1	0.1	50	0.5	FALSE	987353	0.175075195735618	0.221693637731157	0.973055477153031	5.9605634142135	0.0195754703882456	17279	42082000	47
20221121 124252	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	244	1	1	1	0.1	50	0.5	FALSE	987353	0.0917813899884275	0.465435403893679	0.896404213836556	5.28572172749744	0.0198598820834344	17192	42336000	48
20221121 125538	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	153	1	1	1	0.1	50	0.5	FALSE	987353	0.170520271834756	0.207663112834122	0.62084027897669	6.22813186613812	0.017927219345958	17922	40956000	49
20221121 131818	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	176	1	1	1	0.1	50	0.5	FALSE	987353	0.110902159816077	0.563838843459816	0.970881970141239	5.44244907315436	0.0182314439683981	18392	41136000	50
20221121 134715	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	540	1	1	1	0.1	50	0.5	FALSE	987353	0.0775691632289574	0.303656408023953	0.251805417082367	5.36998105782992	0.0222461255547848	15714	43212000	51
20221121 141708	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	460	1	1	1	0.1	50	0.5	FALSE	987353	0.0481046090415815	0.330213405079772	0.515872567484071	5.37990110965908	0.0184867981354161	18009	42222000	52
20221121 145244	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	953	1	1	1	0.1	50	0.5	FALSE	987353	0.0869769525511994	0.223036148943368	0.093475213017413	5.43869840915729	0.0162297122564115	19548	39464000	53
20221121 154851	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1584	1	1	1	0.1	50	0.5	FALSE	987353	0.234390968209855	0.262536173704895	0.38550250030735	1.96931355171371	0.0229493440954387	15079	40162000	54
20221121 162049	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1129	1	1	1	0.1	50	0.5	FALSE	987353	0.122459841600852	0.795990945000993	0.718775744160055	2.58513904117048	0.0226104426282845	16508	41864000	55
20221121 164536	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	169	1	1	1	0.1	50	0.5	FALSE	987353	0.0572010185825604	0.25748901389509	0.744682918113342	11.823482402192	0.00226530125635205	18577	39406000	56
20221121 170013	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	120	1	1	1	0.1	50	0.5	FALSE	987353	0.0748441564023111	0.263362531458098	0.420866064606793	7.29087707600626	0.0178388644820963	18428	40824000	57
20221121 172345	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	180	1	1	1	0.1	50	0.5	FALSE	987353	0.0841321488088556	0.306675053818338	0.424695216144342	11.6903979461775	0.000685339206366886	17957	40006000	58
20221121 184429	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	132	1	1	1	0.1	50	0.5	FALSE	987353	0.264210482231718	0.512825039454782	0.811157473596255	3.47370292583806	0.0200499298817663	18013	41094000	59
20221121 185957	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	67	1	1	1	0.1	50	0.5	FALSE	987353	0.207942246234296	0.576044790020399	0.460355008703412	6.09551263273461	0.0189684608252398	17405	41350000	60
20221121 191502	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	0.1	50	0.5	FALSE	987353	0.257503688373623	0.395690762582119	0.258123552854871	11.3804911437833	0.00421787942999752	16875	36250000	61
20221121 194711	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	402	1	1	1	0.1	50	0.5	FALSE	987353	0.0866259256843931	0.508776327752927	0.948736150338605	4.12835636185738	0.0207840264141978	17418	41084000	62
20221121 200215	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	0.1	50	0.5	FALSE	987353	0.131689335365136	0.839703093021317	0.614461701513385	5.82787992189312	0.0197637218467232	17663	41474000	63
20221121 202443	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	388	1	1	1	0.1	50	0.5	FALSE	987353	0.251398528444453	0.249002435604902	0.241017962309811	9.52140570782055	0.000534212954111677	17666	37948000	64
20221121 220128	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1585	1	1	1	0.1	50	0.5	FALSE	987353	0.0320317002954846	0.853471295326319	0.644504699037981	8.0175923211039	0.00354462454410361	17790	41860000	65
20221121 234314	2313	1148817	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3906	1	1	1	0.1	50	0.5	FALSE	987353	0.00925877267900971	0.880134491089755	0.725868160873663	2.57626472296752	0.0214711966094817	16733	40614000	66
